Incident Number,Date Reported,Date Occurred,Badge ID,Offense Classification,Offense Code Name,NIBRS Code,NIBRS Group,Was Offense Completed,LMPD Division,LMPD Beat,Location Category,Block Address,City,Zip Code,ObjectId
LMPD23128472,12/28/2023,12/28/2023,5107,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,7th Division,735,Shopping Mall,4800 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128404,12/28/2023,12/28/2023,5240,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,2nd Division,236,Residence/Home,3100 BLOCK S CRUMS LN,LOUISVILLE,40216,
LMPD23128683,12/28/2023,12/28/2023,5385,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,Yes,6th Division,624,Highway/ Road/ Alley/ Street/ Sidewalk,4300 BLOCK NORBROOK DR,LOUISVILLE,40218,
LMPD23128590,12/28/2023,12/28/2023,5517,12 INTIMIDATION,BOMB THREATS 508.080 00805 13C,13C,A,Yes,1st Division,134,Bar/Nightclub,200 BLOCK E MARKET ST,LOUISVILLE,40202,
LMPD24900033,12/28/2023,12/28/2023,8185,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,7th Division,735,Bank/Savings and Loan,4200 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128407,12/28/2023,12/28/2023,5021,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,1st Division,112,Highway/ Road/ Alley/ Street/ Sidewalk,S 28TH ST / W BROADWAY,LOUISVILLE,40211,
LMPD23128629,12/28/2023,12/28/2023,5458,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,6th Division,625,Residence/Home,200 BLOCK EL CONQUISTADOR PL,LOUISVILLE,40220,
LMPD23128416,12/28/2023,12/28/2023,7691,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,334,Residence/Home,8900 BLOCK MOUNTAIN BROOK DR,LOUISVILLE,40272,
LMPD23128273,12/28/2023,12/27/2023,8249,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,3rd Division,315,Highway/ Road/ Alley/ Street/ Sidewalk,7700 BLOCK CARNATION DR,LOUISVILLE,40258,
LMPD23128600,12/28/2023,12/28/2023,5197,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,5th Division,512,Other Residence (Apartment/Condo),1700 BLOCK EDENSIDE AVE,LOUISVILLE,40204,
LMPD24900034,12/28/2023,12/28/2023,8185,56 ALL OTHER OFFENSES,ANY NON CRIMINAL CHARGE NOT COVERED BY THESE CODES ***.*** 03013 90Z,90Z,B,Yes,JEFFERSONTOWN,JTN,Highway/ Road/ Alley/ Street/ Sidewalk,1300 BLOCK S HURSTBOURNE PKWY,JEFFERSONTOWN,40222,
LMPD23128548,12/28/2023,12/28/2023,5405,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,7th Division,711,Residence/Home,4300 BLOCK DONERAIL RUN DR,LOUISVILLE,40299,
LMPD23128700,12/28/2023,12/28/2023,8584,22 THEFT MV PARTS,"TBUT PARTS FROM VEHICLE $1,000 < $10,000 514.030 24242 23G",23G,A,Yes,6th Division,612,Parking/ Drop Lot/ Garage,900 BLOCK GRADE LN,LOUISVILLE,40213,
LMPD23128737,12/28/2023,12/28/2023,8584,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,Yes,4th Division,423,Parking/ Drop Lot/ Garage,500 BLOCK DENMARK ST,LOUISVILLE,40215,
LMPD23128672,12/28/2023,12/28/2023,5296,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,4th Division,412,Other Residence (Apartment/Condo),800 BLOCK EASTERN PKY,LOUISVILLE,40217,
LMPD23128450,12/28/2023,12/25/2023,5349,NULL,CRIMINAL MISCHIEF - RESIDENTIAL RENTAL PROPERTY 2ND 512.030 01418 290,290,A,Yes,4th Division,423,Residence/Home,1500 BLOCK S 7TH ST,LOUISVILLE,40208,
LMPD23128349,12/28/2023,12/28/2023,5422,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,2nd Division,211,Residence/Home,200 BLOCK GLENDORA AVE,LOUISVILLE,40212,
LMPD23128629,12/28/2023,12/28/2023,5458,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,999,B,Yes,6th Division,625,Residence/Home,200 BLOCK EL CONQUISTADOR PL,LOUISVILLE,40220,
LMPD23128661,12/28/2023,12/28/2023,5430,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,Yes,5th Division,521,Residence/Home,2500 BLOCK RIVERMONT CT,LOUISVILLE,40206,
LMPD23128553,12/28/2023,12/28/2023,7376,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,4th Division,411,Residence/Home,100 BLOCK CALDWELL ST,LOUISVILLE,40203,
LMPD23128596,12/28/2023,12/28/2023,5110,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,5th Division,525,Residence/Home,100 BLOCK FENLEY AVE,LOUISVILLE,40219,
LMPD24003809,12/28/2023,12/28/2023,8173,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,1st Division,111,Commercial/Office Building,1700 BLOCK W MARKET ST,LOUISVILLE,40203,
LMPD23128419,12/28/2023,12/28/2023,5300,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,6th Division,613,Community Center,4800 BLOCK EXETER AVE,LOUISVILLE,40218,
LMPD23128593,12/28/2023,12/28/2023,5464,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,4th Division,423,Other Residence (Apartment/Condo),3700 BLOCK W WHEATMORE DR,LOUISVILLE,40215,
LMPD23128681,12/28/2023,12/28/2023,5256,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,2nd Division,225,Residence/Home,1200 BLOCK BRASHEAR DR,LOUISVILLE,40210,
LMPD23128666,12/28/2023,12/28/2023,5256,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,2nd Division,225,Residence/Home,1200 BLOCK BRASHEAR DR,LOUISVILLE,40210,
LMPD23128613,12/28/2023,12/28/2023,7440,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,8th Division,824,Other Residence (Apartment/Condo),13000 BLOCK RITA JUNE WAY,LOUISVILLE,40223,
LMPD23128302,12/28/2023,12/28/2023,5544,8 ROBBERY,ROBBERY - 2ND DEGREE 515.030 12003 120,120,A,Yes,4th Division,435,Service/Gas Station,TAYLOR BLVD / BLUEGRASS AVE,LOUISVILLE,40215,
LMPD23128281,12/28/2023,12/27/2023,8358,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,No,7th Division,736,Other Residence (Apartment/Condo),10000 BLOCK WHITEOAK PARK RD,LOUISVILLE,40219,
LMPD23128418,12/28/2023,12/20/2023,8560,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,2nd Division,211,Residence/Home,4100 BLOCK LARKWOOD AVE,LOUISVILLE,40212,
LMPD23128635,12/28/2023,12/28/2023,5558,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,3rd Division,322,Residence/Home,7300 BLOCK SOUTHSIDE DR,LOUISVILLE,40214,
LMPD23128376,12/28/2023,12/28/2023,7669,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,7th Division,736,Parking/ Drop Lot/ Garage,3500 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128329,12/28/2023,12/27/2023,8142,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,Yes,3rd Division,331,Residence/Home,6600 BLOCK RUTLEDGE RD,LOUISVILLE,40258,
LMPD23128376,12/28/2023,12/28/2023,7669,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,7th Division,736,Parking/ Drop Lot/ Garage,3500 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128368,12/28/2023,12/28/2023,5415,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,6th Division,613,Residence/Home,5700 BLOCK REVERE PL,LOUISVILLE,40218,
LMPD23128770,12/28/2023,12/28/2023,8584,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,4th Division,423,Highway/ Road/ Alley/ Street/ Sidewalk,600 BLOCK BELLAMY CIR,LOUISVILLE,40208,
LMPD23128557,12/28/2023,12/28/2023,2847,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,8th Division,823,Residence/Home,14500 BLOCK ENGLISH PARK CIR,LOUISVILLE,40299,
LMPD23128274,12/28/2023,12/28/2023,5407,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,1st Division,111,Other Residence (Apartment/Condo),1900 BLOCK PORTLAND AVE,LOUISVILLE,40203,
LMPD23128651,12/28/2023,12/28/2023,5310,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,6th Division,625,Residence/Home,300 BLOCK EL CONQUISTADOR PL,LOUISVILLE,40220,
LMPD23128646,12/28/2023,12/28/2023,5423,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,Yes,4th Division,412,Other Residence (Apartment/Condo),2300 BLOCK CRITTENDEN DR,LOUISVILLE,40217,
LMPD23128406,12/28/2023,12/28/2023,5422,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,Yes,2nd Division,212,Residence/Home,1100 BLOCK S 41ST ST,LOUISVILLE,40211,
LMPD23128676,12/28/2023,12/28/2023,5522,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,Yes,2nd Division,212,Residence/Home,700 BLOCK S 37TH ST,LOUISVILLE,40211,
LMPD23128656,12/28/2023,12/28/2023,5407,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,1st Division,123,Other Residence (Apartment/Condo),500 BLOCK S 8TH ST,LOUISVILLE,40203,
LMPD23128424,12/28/2023,12/28/2023,5372,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,Yes,4th Division,423,Residence/Home,1300 BLOCK LINCOLN AVE,LOUISVILLE,40208,
LMPD23128388,12/28/2023,12/28/2023,5301,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,4th Division,411,Residence/Home,NULL,LOUISVILLE,40203,
LMPD23128791,12/28/2023,12/28/2023,7347,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,1st Division,135,Commercial/Office Building,1000 BLOCK E JEFFERSON ST,LOUISVILLE,40206,
LMPD24000578,12/28/2023,12/28/2023,7670,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,Yes,4th Division,412,Residence/Home,900 BLOCK KESWICK BLVD,LOUISVILLE,40217,
LMPD23128726,12/28/2023,12/27/2023,8173,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,1st Division,135,Shelter - Mission/ Homeless,700 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,
LMPD23128295,12/28/2023,12/28/2023,8358,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,4th Division,411,Other Residence (Apartment/Condo),1000 BLOCK S 4TH ST,LOUISVILLE,40203,
LMPD23128644,12/28/2023,12/28/2023,5423,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,412,Other Residence (Apartment/Condo),2300 BLOCK CRITTENDEN DR,LOUISVILLE,40217,
LMPD23128387,12/28/2023,12/28/2023,7669,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,Yes,7th Division,735,Parking/ Drop Lot/ Garage,4900 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128791,12/28/2023,12/28/2023,7347,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,1st Division,135,Commercial/Office Building,1000 BLOCK E JEFFERSON ST,LOUISVILLE,40206,
LMPD23128497,12/28/2023,12/28/2023,8544,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,Yes,1st Division,111,Liquor Store,2300 BLOCK W MARKET ST,LOUISVILLE,40212,
LMPD23128640,12/28/2023,12/28/2023,7309,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,2nd Division,212,Residence/Home,4600 BLOCK VARBLE AVE,LOUISVILLE,40213,
LMPD24000908,12/28/2023,12/28/2023,5408,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096 23H",23H,A,Yes,1st Division,111,Residence/Home,2500 BLOCK MONTGOMERY ST,LOUISVILLE,40212,
LMPD23128622,12/28/2023,12/28/2023,5410,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,7th Division,711,Other Residence (Apartment/Condo),6000 BLOCK BRISTOL BLUFFS CIR,LOUISVILLE,40299,
LMPD23128464,12/28/2023,12/28/2023,8560,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,4th Division,411,Residence/Home,1400 BLOCK S 3RD ST,LOUISVILLE,40208,
LMPD23128667,12/28/2023,12/28/2023,5594,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,331,Residence/Home,6700 BLOCK HUNTERS CREEK BLVD,LOUISVILLE,40258,
LMPD23128365,12/28/2023,12/28/2023,5312,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,331,Other Residence (Apartment/Condo),7400 BLOCK SEDGE DR,LOUISVILLE,40258,
LMPD23128275,12/28/2023,12/28/2023,8142,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,6th Division,611,Residence/Home,2600 BLOCK MERHOFF ST,LOUISVILLE,40217,
LMPD23128541,12/28/2023,12/28/2023,5558,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,322,Residence/Home,3100 BLOCK FORDHAVEN RD,LOUISVILLE,40214,
LMPD24900003,12/28/2023,12/28/2023,8375,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,7th Division,711,Parking/ Drop Lot/ Garage,7100 BLOCK HAWKINS RILL DR,LOUISVILLE,40291,
LMPD23128722,12/28/2023,12/28/2023,8584,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,No,3rd Division,315,Parking/ Drop Lot/ Garage,7500 BLOCK CANE RUN RD,LOUISVILLE,40258,
LMPD23128600,12/28/2023,12/28/2023,5197,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,5th Division,512,Other Residence (Apartment/Condo),1700 BLOCK EDENSIDE AVE,LOUISVILLE,40204,
LMPD23128600,12/28/2023,12/28/2023,5197,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,5th Division,512,Other Residence (Apartment/Condo),1700 BLOCK EDENSIDE AVE,LOUISVILLE,40204,
LMPD23128358,12/28/2023,12/28/2023,7615,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,8th Division,812,Residence/Home,4300 BLOCK SANCTUARY BLUFF LN,LOUISVILLE,40241,
LMPD23128471,12/28/2023,12/28/2023,5595,23 THEFT OTHER,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE 514.050(1) 23472 23H,23H,A,Yes,4th Division,411,Other Residence (Apartment/Condo),200 BLOCK E ORMSBY AVE,LOUISVILLE,40203,
LMPD23128376,12/28/2023,12/28/2023,7669,23 THEFT OTHER,"TBUT OR DISP CONTROLLED SUB < $10,000 514.030 23913 23H",23H,A,Yes,7th Division,736,Parking/ Drop Lot/ Garage,3500 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128678,12/28/2023,12/28/2023,8402,14 AUTO THEFT,TBUT OR DISP AUTO 514.030 24110 240,240,A,Yes,4th Division,424,Highway/ Road/ Alley/ Street/ Sidewalk,4100 BLOCK S 2ND ST,LOUISVILLE,40214,
LMPD23128682,12/28/2023,12/28/2023,5464,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,423,Other Residence (Apartment/Condo),3200 BLOCK UTAH AVE,LOUISVILLE,40215,
LMPD23128643,12/28/2023,12/28/2023,5310,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,Yes,6th Division,625,Residence/Home,200 BLOCK EL CONQUISTADOR PL,LOUISVILLE,40220 0000,
LMPD23128629,12/28/2023,12/28/2023,5458,10 KIDNAPPING ONLY,UNLAWFUL IMPRISONMENT-1ST DEGREE 509.020 10201 100,100,A,Yes,6th Division,625,Residence/Home,200 BLOCK EL CONQUISTADOR PL,LOUISVILLE,40220 0000,
LMPD23128422,12/28/2023,12/28/2023,5584,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,5th Division,513,Residence/Home,1500 BLOCK CHEROKEE RD,LOUISVILLE,40205,
LMPD23128538,12/28/2023,12/28/2023,5407,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,1st Division,123,Residence/Home,900 BLOCK READ ALY,LOUISVILLE,40203,
LMPD23128847,12/28/2023,12/28/2023,8515,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,2nd Division,225,Department/Discount Store,1400 BLOCK DIXIE HWY,LOUISVILLE,40210,
LMPD23128530,12/28/2023,12/28/2023,5420,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,Yes,4th Division,424,Residence/Home,2400 BLOCK S 4TH ST,LOUISVILLE,40208,
LMPD23128370,12/28/2023,12/28/2023,5575,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,1st Division,111,Residence/Home,2200 BLOCK GRIFFITHS AVE,LOUISVILLE,40212,
LMPD23128272,12/28/2023,12/28/2023,5310,56 ALL OTHER OFFENSES,INDECENT EXPOSURE - 2ND DEGREE 510.150 01754 90Z,90Z,B,No,6th Division,625,Residence/Home,3600 BLOCK GREEN MEADOWS DR,LOUISVILLE,40218,
LMPD23128648,12/28/2023,12/28/2023,5341,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,Yes,7th Division,723,Residence/Home,8000 BLOCK BROADFERN DR,LOUISVILLE,40291,
LMPD23128301,12/28/2023,12/28/2023,5451,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,2nd Division,223,Residence/Home,2600 BLOCK WOODLAND AVE,LOUISVILLE,40211,
LMPD23128267,12/28/2023,12/28/2023,7331,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,Yes,3rd Division,315,Other Residence (Apartment/Condo),10500 BLOCK MONTERAY PLACE CIR,LOUISVILLE,40272,
LMPD23128661,12/28/2023,12/28/2023,5430,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,5th Division,521,Residence/Home,2500 BLOCK RIVERMONT CT,LOUISVILLE,40206,
LMPD24001911,12/28/2023,12/28/2023,2098,23 THEFT OTHER,"TBUT OR DISP CONTROLLED SUB < $10,000 514.030 23913 23H",23H,A,Yes,3rd Division,316,Residence/Home,5400 BLOCK CHESTNUTWOOD WAY,LOUISVILLE,40272,
LMPD23128272,12/28/2023,12/28/2023,5310,55 TRESPASSING,CRIMINAL TRESPASS-2ND DEGREE 511.070 02624 90J,90J,B,No,6th Division,625,Residence/Home,3600 BLOCK GREEN MEADOWS DR,LOUISVILLE,40218,
LMPD23128620,12/28/2023,12/28/2023,5594,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-OPIATES 218A.1415 42209 35A,35A,A,Yes,3rd Division,331,Residence/Home,0 BLOCK WELBY RD,LOUISVILLE,40216,
LMPD23128271,12/28/2023,12/28/2023,5420,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,4th Division,423,Residence/Home,3700 BLOCK WOODGREEN CT,LOUISVILLE,40215,
LMPD23128368,12/28/2023,12/28/2023,5415,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,6th Division,613,Residence/Home,5700 BLOCK REVERE PL,LOUISVILLE,40218,
LMPD24900004,12/28/2023,12/28/2023,8375,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,7th Division,724,Department/Discount Store,9800 BLOCK PRESTON CROSSING BLVD,LOUISVILLE,40229,
LMPD23128609,12/28/2023,12/28/2023,2116,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,8th Division,823,Residence/Home,800 BLOCK FOUNDRY RD,LOUISVILLE,40245,
LMPD23128607,12/28/2023,12/28/2023,5531,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,1st Division,135,Other Residence (Apartment/Condo),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,
LMPD23128641,12/28/2023,12/28/2023,7309,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,2nd Division,212,Residence/Home,4600 BLOCK VARBLE AVE,LOUISVILLE,40211,
LMPD23128646,12/28/2023,12/28/2023,5423,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE 218A.1415 42203 35A,35A,A,Yes,4th Division,412,Other Residence (Apartment/Condo),2300 BLOCK CRITTENDEN DR,LOUISVILLE,40217,
LMPD23128476,12/28/2023,12/28/2023,5301,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,Yes,4th Division,411,Residence/Home,200 BLOCK YORK ST,LOUISVILLE,40203,
LMPD23128753,12/28/2023,12/28/2023,5592,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,436,Residence/Home,5000 BLOCK S 2ND ST,LOUISVILLE,40214,
LMPD23128332,12/28/2023,12/28/2023,5301,46 WPNS LAW VIOLATION,POSSESSION OF HANDGUN BY CONVICTED FELON 527.040 52197 520,520,A,Yes,4th Division,411,Highway/ Road/ Alley/ Street/ Sidewalk,S 1ST ST / W OAK ST,LOUISVILLE,40203,
LMPD23128642,12/28/2023,12/28/2023,5479,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,1st Division,135,Other Residence (Apartment/Condo),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,
LMPD23128420,12/28/2023,12/28/2023,5365,12 INTIMIDATION,MENACING 508.050 00803 13C,999,B,Yes,1st Division,135,Department/Discount Store,800 BLOCK E JEFFERSON ST,LOUISVILLE,40206,
LMPD23128427,12/28/2023,12/28/2023,5343,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,Yes,2nd Division,225,Convenience Store,1500 BLOCK DIXIE HWY,LOUISVILLE,40210,
LMPD23128900,12/28/2023,12/28/2023,5595,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,2nd Division,211,Residence/Home,200 BLOCK S 41ST ST,LOUISVILLE,40212,
LMPD23128587,12/28/2023,12/28/2023,5573,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN 218A.1415 42205 35A,35A,A,Yes,7th Division,736,Restaurant,7400 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD23128475,12/28/2023,12/28/2023,8544,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,1st Division,135,Highway/ Road/ Alley/ Street/ Sidewalk,S FLOYD ST & ABRAHAM FLEXNER WAY,LOUISVILLE,40202,
LMPD23128590,12/28/2023,12/28/2023,5517,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,No,1st Division,134,Bar/Nightclub,200 BLOCK E MARKET ST,LOUISVILLE,40202,
LMPD23128288,12/28/2023,12/28/2023,8142,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,4th Division,423,Residence/Home,3300 BLOCK LESTER AVE,LOUISVILLE,40215,
LMPD23128271,12/28/2023,12/28/2023,5420,12 INTIMIDATION,WANTON ENDANGERMENT-2ND DEGREE 508.070 00441 13C,13C,A,Yes,4th Division,423,Residence/Home,1700 BLOCK COLSTERWORTH LN,LOUISVILLE,40215,
LMPD23128770,12/28/2023,12/28/2023,8584,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,Yes,4th Division,423,Highway/ Road/ Alley/ Street/ Sidewalk,600 BLOCK BELLAMY CIR,LOUISVILLE,40208,
